created_at,text,Date,Time,Hour,Weekday,Type,Number,Location
2021-03-11T23:00:07Z,222 appointments available at St. Elizabeth of Hungary Parish on 03/13/2021. Check eligibility and sign up at https://t.co/KK0CoFRi3g,2021-03-11,2021-03-11T23:00:07Z,18,Thursday,Specific Location,222,St. Elizabeth of Hungary Parish
2021-03-11T21:36:04Z,111 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/12/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-11,2021-03-11T21:36:04Z,16,Thursday,Specific Location,111,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-11T19:37:08Z,17 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-16. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T19:37:08Z,14,Thursday,Specific Location,17,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-11T18:38:11Z,21 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-15. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T18:38:11Z,13,Thursday,Specific Location,21,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-11T18:13:37Z,15 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-12. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T18:13:37Z,13,Thursday,Specific Location,15,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-11T17:09:50Z,78 appointments available at Gillette Stadium - East on 3/21/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T17:09:50Z,12,Thursday,Specific Location,78,Gillette Stadium - East
2021-03-11T17:07:24Z,168 appointments available at Gillette Stadium - East on 3/19/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T17:07:24Z,12,Thursday,Specific Location,168,Gillette Stadium - East
2021-03-11T15:34:16Z,22 appointments available at Gillette Stadium - East on 3/20/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T15:34:16Z,10,Thursday,Specific Location,22,Gillette Stadium - East
2021-03-11T15:34:16Z,75 appointments available at Gillette Stadium - East on 3/19/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T15:34:16Z,10,Thursday,Specific Location,75,Gillette Stadium - East
2021-03-11T15:24:27Z,73 appointments available at Gillette Stadium - East on 3/18/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T15:24:27Z,10,Thursday,Specific Location,73,Gillette Stadium - East
2021-03-11T15:19:34Z,58 appointments available at Gillette Stadium - East on 3/17/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T15:19:34Z,10,Thursday,Specific Location,58,Gillette Stadium - East
2021-03-11T15:08:49Z,19 appointments available at Reggie Lewis Center on 3/19/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T15:08:49Z,10,Thursday,Specific Location,19,Reggie Lewis Center
2021-03-11T14:43:26Z,21 appointments available at Fenway Park on 3/19/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T14:43:26Z,9,Thursday,Specific Location,21,Fenway Park
2021-03-11T14:43:26Z,20 appointments available at Reggie Lewis Center on 3/16/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T14:43:26Z,9,Thursday,Specific Location,20,Reggie Lewis Center
2021-03-11T14:43:26Z,26 appointments available at Natick Mall on 3/20/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T14:43:26Z,9,Thursday,Specific Location,26,Natick Mall
2021-03-11T14:16:31Z,170 appointments available at Fenway Park on 3/17/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T14:16:31Z,9,Thursday,Specific Location,170,Fenway Park
2021-03-11T14:14:03Z,15 appointments available at Fenway Park on 3/15/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T14:14:03Z,9,Thursday,Specific Location,15,Fenway Park
2021-03-11T14:14:03Z,869 appointments available at Reggie Lewis Center on 3/19/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T14:14:03Z,9,Thursday,Specific Location,869,Reggie Lewis Center
2021-03-11T14:14:03Z,400 appointments available at Reggie Lewis Center on 3/15/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T14:14:03Z,9,Thursday,Specific Location,400,Reggie Lewis Center
2021-03-11T14:14:03Z,1054 appointments available at Natick Mall on 3/21/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T14:14:03Z,9,Thursday,Specific Location,1054,Natick Mall
2021-03-11T14:14:03Z,187 appointments available at Natick Mall on 3/19/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T14:14:03Z,9,Thursday,Specific Location,187,Natick Mall
2021-03-11T14:14:02Z,41 appointments available at Natick Mall on 3/18/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T14:14:02Z,9,Thursday,Specific Location,41,Natick Mall
2021-03-11T14:14:02Z,71 appointments available at Natick Mall on 3/17/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T14:14:02Z,9,Thursday,Specific Location,71,Natick Mall
2021-03-11T14:14:02Z,59 appointments available at Natick Mall on 3/16/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T14:14:02Z,9,Thursday,Specific Location,59,Natick Mall
2021-03-11T13:52:35Z,473 appointments available at Natick Mall on 3/21/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:52:35Z,8,Thursday,Specific Location,473,Natick Mall
2021-03-11T13:52:35Z,29 appointments available at Natick Mall on 3/16/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:52:35Z,8,Thursday,Specific Location,29,Natick Mall
2021-03-11T13:52:35Z,26 appointments available at Natick Mall on 3/15/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:52:35Z,8,Thursday,Specific Location,26,Natick Mall
2021-03-11T13:50:08Z,337 appointments available at Fenway Park on 3/19/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T13:50:08Z,8,Thursday,Specific Location,337,Fenway Park
2021-03-11T13:50:07Z,415 appointments available at Fenway Park on 3/18/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T13:50:07Z,8,Thursday,Specific Location,415,Fenway Park
2021-03-11T13:50:07Z,450 appointments available at Fenway Park on 3/17/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T13:50:07Z,8,Thursday,Specific Location,450,Fenway Park
2021-03-11T13:50:07Z,348 appointments available at Fenway Park on 3/16/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T13:50:07Z,8,Thursday,Specific Location,348,Fenway Park
2021-03-11T13:50:07Z,360 appointments available at Fenway Park on 3/15/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-11,2021-03-11T13:50:07Z,8,Thursday,Specific Location,360,Fenway Park
2021-03-11T13:50:07Z,1760 appointments available at Gillette Stadium - East on 3/21/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:07Z,8,Thursday,Specific Location,1760,Gillette Stadium - East
2021-03-11T13:50:06Z,1759 appointments available at Gillette Stadium - East on 3/20/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:06Z,8,Thursday,Specific Location,1759,Gillette Stadium - East
2021-03-11T13:50:06Z,2500 appointments available at Gillette Stadium - East on 3/19/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:06Z,8,Thursday,Specific Location,2500,Gillette Stadium - East
2021-03-11T13:50:06Z,2500 appointments available at Gillette Stadium - East on 3/18/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:06Z,8,Thursday,Specific Location,2500,Gillette Stadium - East
2021-03-11T13:50:06Z,2498 appointments available at Gillette Stadium - East on 3/17/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:06Z,8,Thursday,Specific Location,2498,Gillette Stadium - East
2021-03-11T13:50:06Z,2398 appointments available at Gillette Stadium - East on 3/16/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:06Z,8,Thursday,Specific Location,2398,Gillette Stadium - East
2021-03-11T13:50:05Z,2454 appointments available at Gillette Stadium - East on 3/15/2021. Check eligibility and sign up at https://t.co/h53jWR6fCm,2021-03-11,2021-03-11T13:50:05Z,8,Thursday,Specific Location,2454,Gillette Stadium - East
2021-03-11T13:50:05Z,44 appointments available at Reggie Lewis Center on 3/21/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:05Z,8,Thursday,Specific Location,44,Reggie Lewis Center
2021-03-11T13:50:05Z,269 appointments available at Reggie Lewis Center on 3/20/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:05Z,8,Thursday,Specific Location,269,Reggie Lewis Center
2021-03-11T13:50:05Z,897 appointments available at Reggie Lewis Center on 3/19/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:05Z,8,Thursday,Specific Location,897,Reggie Lewis Center
2021-03-11T13:50:04Z,884 appointments available at Reggie Lewis Center on 3/18/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:04Z,8,Thursday,Specific Location,884,Reggie Lewis Center
2021-03-11T13:50:04Z,1018 appointments available at Reggie Lewis Center on 3/17/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:04Z,8,Thursday,Specific Location,1018,Reggie Lewis Center
2021-03-11T13:50:04Z,1020 appointments available at Reggie Lewis Center on 3/16/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:04Z,8,Thursday,Specific Location,1020,Reggie Lewis Center
2021-03-11T13:50:04Z,996 appointments available at Reggie Lewis Center on 3/15/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-11,2021-03-11T13:50:04Z,8,Thursday,Specific Location,996,Reggie Lewis Center
2021-03-11T13:42:43Z,331 appointments available at Natick Mall on 3/20/2021. Check eligibility and sign up at https://t.co/RRsRXkh70D,2021-03-11,2021-03-11T13:42:43Z,8,Thursday,Specific Location,331,Natick Mall
2021-03-11T13:42:42Z,40 appointments available at Circuit City - Dartmouth on 3/17/2021. Check eligibility and sign up at https://t.co/1hXoU5zgaE,2021-03-11,2021-03-11T13:42:42Z,8,Thursday,Specific Location,40,Circuit City - Dartmouth
2021-03-11T13:42:42Z,267 appointments available at Circuit City - Dartmouth on 3/16/2021. Check eligibility and sign up at https://t.co/1hXoU5QRze,2021-03-11,2021-03-11T13:42:42Z,8,Thursday,Specific Location,267,Circuit City - Dartmouth
2021-03-11T13:42:42Z,47 appointments available at Circuit City - Dartmouth on 3/15/2021. Check eligibility and sign up at https://t.co/1hXoU5QRze,2021-03-11,2021-03-11T13:42:42Z,8,Thursday,Specific Location,47,Circuit City - Dartmouth
2021-03-11T13:42:42Z,544 appointments available at Eastfield Mall - Springfield on 3/21/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:42Z,8,Thursday,Specific Location,544,Eastfield Mall - Springfield
2021-03-11T13:42:41Z,487 appointments available at Eastfield Mall - Springfield on 3/20/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:41Z,8,Thursday,Specific Location,487,Eastfield Mall - Springfield
2021-03-11T13:42:41Z,442 appointments available at Eastfield Mall - Springfield on 3/19/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:41Z,8,Thursday,Specific Location,442,Eastfield Mall - Springfield
2021-03-11T13:42:41Z,434 appointments available at Eastfield Mall - Springfield on 3/18/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:41Z,8,Thursday,Specific Location,434,Eastfield Mall - Springfield
2021-03-11T13:42:41Z,442 appointments available at Eastfield Mall - Springfield on 3/17/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:41Z,8,Thursday,Specific Location,442,Eastfield Mall - Springfield
2021-03-11T13:42:41Z,450 appointments available at Eastfield Mall - Springfield on 3/16/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:41Z,8,Thursday,Specific Location,450,Eastfield Mall - Springfield
2021-03-11T13:42:40Z,144 appointments available at Eastfield Mall - Springfield on 3/15/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-11,2021-03-11T13:42:40Z,8,Thursday,Specific Location,144,Eastfield Mall - Springfield
2021-03-11T13:42:40Z,139 appointments available at DoubleTree Hotel - Danvers on 3/21/2021. Check eligibility and sign up at https://t.co/3Ts3bkgHJ7,2021-03-11,2021-03-11T13:42:40Z,8,Thursday,Specific Location,139,DoubleTree Hotel - Danvers
2021-03-11T13:42:40Z,41 appointments available at DoubleTree Hotel - Danvers on 3/20/2021. Check eligibility and sign up at https://t.co/3Ts3bkgHJ7,2021-03-11,2021-03-11T13:42:40Z,8,Thursday,Specific Location,41,DoubleTree Hotel - Danvers
2021-03-11T13:33:59Z,274 appointments available at Natick Mall on 3/19/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:33:59Z,8,Thursday,Specific Location,274,Natick Mall
2021-03-11T13:33:59Z,274 appointments available at Natick Mall on 3/18/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:33:59Z,8,Thursday,Specific Location,274,Natick Mall
2021-03-11T13:33:59Z,194 appointments available at Natick Mall on 3/17/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:33:59Z,8,Thursday,Specific Location,194,Natick Mall
2021-03-11T13:33:58Z,281 appointments available at Natick Mall on 3/16/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:33:58Z,8,Thursday,Specific Location,281,Natick Mall
2021-03-11T13:33:58Z,166 appointments available at Natick Mall on 3/15/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-11,2021-03-11T13:33:58Z,8,Thursday,Specific Location,166,Natick Mall
2021-03-11T02:29:05Z,13 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-16. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T02:29:05Z,21,Thursday,Specific Location,13,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-11T01:59:08Z,15 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-16. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T01:59:08Z,20,Thursday,Specific Location,15,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-11T01:40:34Z,18 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-16. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T01:40:34Z,20,Thursday,Specific Location,18,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-11T01:11:08Z,12 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-15. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-11,2021-03-11T01:11:08Z,20,Thursday,Specific Location,12,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-10T16:02:13Z,304 appointments available at Lowell Senior Center on 03/15/2021. Check eligibility and sign up at https://t.co/YPYFipivsR,2021-03-10,2021-03-10T16:02:13Z,11,Wednesday,Specific Location,304,Lowell Senior Center
2021-03-10T13:36:02Z,95 appointments available at Amesbury High School on 03/14/2021. Check eligibility and sign up at https://t.co/P1eMoikbuX,2021-03-10,2021-03-10T13:36:02Z,8,Wednesday,Specific Location,95,Amesbury High School
2021-03-09T21:53:15Z,49 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/10/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-09,2021-03-09T21:53:15Z,16,Tuesday,Specific Location,49,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-09T19:52:19Z,540 appointments available at Amesbury High School on 03/13/2021. Check eligibility and sign up at https://t.co/P1eMoikbuX,2021-03-09,2021-03-09T19:52:19Z,14,Tuesday,Specific Location,540,Amesbury High School
2021-03-09T11:30:35Z,42 appointments available at Greenfield Senior Center on 03/10/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-09,2021-03-09T11:30:35Z,6,Tuesday,Specific Location,42,Greenfield Senior Center
2021-03-08T18:40:06Z,44 appointments available at Randolph InterGenerational Center (RICC) on 03/10/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-08,2021-03-08T18:40:06Z,13,Monday,Specific Location,44,Randolph InterGenerational Center (RICC)
2021-03-08T18:40:06Z,16 appointments available at Randolph InterGenerational Center (RICC) on 03/09/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-08,2021-03-08T18:40:06Z,13,Monday,Specific Location,16,Randolph InterGenerational Center (RICC)
2021-03-07T00:54:08Z,3672 appointments available at Gillette Stadium - WEST Clinic on 04/04/2021. Check eligibility and sign up at https://t.co/Dvv1GIeiSa,2021-03-07,2021-03-07T00:54:08Z,19,Sunday,Specific Location,3672,Gillette Stadium - WEST Clinic
2021-03-06T22:05:08Z,140 appointments available at Gillette Stadium - EAST Clinic on 03/06/2021. Check eligibility and sign up at https://t.co/QcGYfh1vx4,2021-03-06,2021-03-06T22:05:08Z,17,Saturday,Specific Location,140,Gillette Stadium - EAST Clinic
2021-03-06T14:43:00Z,459 appointments available at St. Elizabeth of Hungary Parish on 03/11/2021. Check eligibility and sign up at https://t.co/KK0CoFRi3g,2021-03-06,2021-03-06T14:43:00Z,9,Saturday,Specific Location,459,St. Elizabeth of Hungary Parish
2021-03-06T14:33:32Z,502 appointments available at St. Elizabeth of Hungary Parish on 03/09/2021. Check eligibility and sign up at https://t.co/KK0CoG8SUO,2021-03-06,2021-03-06T14:33:32Z,9,Saturday,Specific Location,502,St. Elizabeth of Hungary Parish
2021-03-06T14:33:32Z,351 appointments available at Berkshire Community College Field House  on 03/09/2021. Check eligibility and sign up at https://t.co/CjmldRhsCu,2021-03-06,2021-03-06T14:33:32Z,9,Saturday,Specific Location,351,Berkshire Community College Field House 
2021-03-05T23:54:08Z,744 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/11/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-05,2021-03-05T23:54:08Z,18,Friday,Specific Location,744,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-05T23:54:08Z,928 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/10/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-05,2021-03-05T23:54:08Z,18,Friday,Specific Location,928,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-05T23:28:12Z,301 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/10/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-05,2021-03-05T23:28:12Z,18,Friday,Specific Location,301,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-05T23:22:25Z,290 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/09/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-05,2021-03-05T23:22:25Z,18,Friday,Specific Location,290,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-05T18:11:08Z,"30 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/05/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-05,2021-03-05T18:11:08Z,13,Friday,Specific Location,30,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-05T17:51:16Z,19 appointments available at Greenfield Senior Center on 03/05/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-05,2021-03-05T17:51:16Z,12,Friday,Specific Location,19,Greenfield Senior Center
2021-03-05T15:33:18Z,"244 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/05/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-05,2021-03-05T15:33:18Z,10,Friday,Specific Location,244,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-04T23:27:19Z,1209 appointments available at W.E.B. Dubois Regional Middle School on 03/06/2021. Check eligibility and sign up at https://t.co/Y6l2cjfZFX,2021-03-04,2021-03-04T23:27:19Z,18,Thursday,Specific Location,1209,W.E.B. Dubois Regional Middle School
2021-03-04T23:27:18Z,62 appointments available at Berkshire Community College Field House  on 03/06/2021. Check eligibility and sign up at https://t.co/CjmldRhsCu,2021-03-04,2021-03-04T23:27:18Z,18,Thursday,Specific Location,62,Berkshire Community College Field House 
2021-03-04T23:27:18Z,31 appointments available at St. Elizabeth of Hungary Parish on 03/05/2021. Check eligibility and sign up at https://t.co/KK0CoFRi3g,2021-03-04,2021-03-04T23:27:18Z,18,Thursday,Specific Location,31,St. Elizabeth of Hungary Parish
2021-03-04T13:31:39Z,898 appointments available at Natick Mall on 3/12/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-04,2021-03-04T13:31:39Z,8,Thursday,Specific Location,898,Natick Mall
2021-03-04T13:31:38Z,948 appointments available at Natick Mall on 3/11/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-04,2021-03-04T13:31:38Z,8,Thursday,Specific Location,948,Natick Mall
2021-03-04T13:31:38Z,887 appointments available at Natick Mall on 3/10/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-04,2021-03-04T13:31:38Z,8,Thursday,Specific Location,887,Natick Mall
2021-03-04T13:31:38Z,534 appointments available at Natick Mall on 3/9/2021. Check eligibility and sign up at https://t.co/RRsRXjZw95,2021-03-04,2021-03-04T13:31:38Z,8,Thursday,Specific Location,534,Natick Mall
2021-03-03T17:54:22Z,296 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/05/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-03,2021-03-03T17:54:22Z,12,Wednesday,Specific Location,296,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-03T16:54:21Z,47 appointments available at Greenfield Senior Center on 03/03/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-03,2021-03-03T16:54:21Z,11,Wednesday,Specific Location,47,Greenfield Senior Center
2021-03-02T22:03:19Z,241 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/06/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-02,2021-03-02T22:03:19Z,17,Tuesday,Specific Location,241,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-02T22:03:19Z,248 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/05/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-02,2021-03-02T22:03:19Z,17,Tuesday,Specific Location,248,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-02T22:03:18Z,45 appointments available at Berkshire Community College Field House  on 03/04/2021. Check eligibility and sign up at https://t.co/CjmldRhsCu,2021-03-02,2021-03-02T22:03:18Z,17,Tuesday,Specific Location,45,Berkshire Community College Field House 
2021-03-02T21:44:15Z,516 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/04/2021. Check eligibility and sign up at https://t.co/rKd6LO9Ior,2021-03-02,2021-03-02T21:44:15Z,16,Tuesday,Specific Location,516,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-02T21:21:14Z,137 appointments available at W.E.B. Dubois Regional Middle School on 03/03/2021. Check eligibility and sign up at https://t.co/Y6l2cjfZFX,2021-03-02,2021-03-02T21:21:14Z,16,Tuesday,Specific Location,137,W.E.B. Dubois Regional Middle School
2021-03-02T17:31:14Z,"49 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T17:31:14Z,12,Tuesday,Specific Location,49,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-02T17:21:10Z,"51 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T17:21:10Z,12,Tuesday,Specific Location,51,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-02T17:05:15Z,"55 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T17:05:15Z,12,Tuesday,Specific Location,55,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-02T16:46:23Z,"69 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T16:46:23Z,11,Tuesday,Specific Location,69,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-02T16:36:14Z,"72 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T16:36:14Z,11,Tuesday,Specific Location,72,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-02T16:24:18Z,"79 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T16:24:18Z,11,Tuesday,Specific Location,79,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
2021-03-02T16:08:12Z,"93 appointments available at Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA on 03/03/2021. Check eligibility and sign up at https://t.co/c0Qlmh9K1E",2021-03-02,2021-03-02T16:08:12Z,11,Tuesday,Specific Location,93,"Reggie Lewis State Track Athletic Ctr, Tremont Street, Boston, MA, USA"
