created_at,text,Date,Time,Hour,Weekday,Type,Number,Location
2021-03-22T13:17:24Z,40 appointments available at Southbridge Community Center in Southbridge MA on 2021-03-29. Check eligibility and sign up at https://t.co/U0QnN9SLay,2021-03-22,2021-03-22T13:17:24Z,9,Monday,Specific Location,40,Southbridge MA
2021-03-22T12:01:16Z,11 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic in Worcester MA on 2021-03-25. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-22,2021-03-22T12:01:16Z,8,Monday,Specific Location,11,Worcester MA
2021-03-21T07:03:17Z,"CVS appointments available in BOSTON, WORCESTER, DORCHESTER, CAMBRIDGE, SALEM, SPRINGFIELD, FALL RIVER, LEOMINSTER, LYNN, CHICOPEE, WALTHAM, QUINCY, REVERE. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-21,2021-03-21T07:03:17Z,3,Sunday,CVS,,CVS
2021-03-20T22:20:00Z,992 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center in Worcester MA on 03/26/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-20,2021-03-20T22:20:00Z,18,Saturday,Specific Location,992,Worcester MA
2021-03-20T22:15:55Z,486 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center in Worcester MA on 03/25/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-20,2021-03-20T22:15:55Z,18,Saturday,Specific Location,486,Worcester MA
2021-03-20T22:15:55Z,301 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center in Worcester MA on 03/24/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-20,2021-03-20T22:15:55Z,18,Saturday,Specific Location,301,Worcester MA
2021-03-20T21:58:13Z,288 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center in Worcester MA on 03/23/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-20,2021-03-20T21:58:13Z,17,Saturday,Specific Location,288,Worcester MA
2021-03-20T14:17:30Z,14 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic in Worcester MA on 2021-03-22. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-20,2021-03-20T14:17:30Z,10,Saturday,Specific Location,14,Worcester MA
2021-03-20T11:58:01Z,72 appointments available at City of Lawrence Vaccination Clinic - Arlington School  in Lawrence MA on 03/20/2021. Check eligibility and sign up at https://t.co/jdNup4JgbL,2021-03-20,2021-03-20T11:58:01Z,7,Saturday,Specific Location,72,Lawrence MA
2021-03-20T08:15:22Z,"CVS appointments available in WORCESTER, BROCKTON, CAMBRIDGE, SALEM, WALTHAM, QUINCY, REVERE, GREENFIELD, PROVINCETOWN. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-20,2021-03-20T08:15:22Z,4,Saturday,CVS,,CVS
2021-03-20T07:15:42Z,"CVS appointments available in BOSTON, WORCESTER, BROCKTON, DORCHESTER, CAMBRIDGE, SALEM, SPRINGFIELD, FALL RIVER, LEOMINSTER, LYNN, CHICOPEE, WALTHAM, QUINCY, PROVINCETOWN. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-20,2021-03-20T07:15:42Z,3,Saturday,CVS,,CVS
2021-03-19T23:26:33Z,610 appointments available at Marshfield Fairgrounds in Marshfield MA on 03/20/2021. Check eligibility and sign up at https://t.co/yhra416YXD,2021-03-19,2021-03-19T23:26:33Z,19,Friday,Specific Location,610,Marshfield MA
2021-03-19T21:49:08Z,17 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic in Worcester MA on 2021-03-22. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-19,2021-03-19T21:49:08Z,17,Friday,Specific Location,17,Worcester MA
2021-03-19T19:43:13Z,34 appointments available at Dorchester COVID-19 Vaccination Site @ Russell Auditorium in Dorchester MA on 2021-03-20. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-19,2021-03-19T19:43:13Z,15,Friday,Specific Location,34,Dorchester MA
2021-03-19T19:37:13Z,32 appointments available at Randolph InterGenerational Center (RICC) in Randolph MA on 03/20/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-19,2021-03-19T19:37:13Z,15,Friday,Specific Location,32,Randolph MA
2021-03-19T16:54:39Z,11 appointments available at Cape Cod Community College in West Barnstable MA on 03/24/2021. Check eligibility and sign up at https://t.co/1DJtLKQitL,2021-03-19,2021-03-19T16:54:39Z,12,Friday,Specific Location,11,West Barnstable MA
2021-03-19T14:19:14Z,854 appointments available at Cape Cod Community College in West Barnstable MA on 03/25/2021. Check eligibility and sign up at https://t.co/1DJtLKQitL,2021-03-19,2021-03-19T14:19:14Z,10,Friday,Specific Location,854,West Barnstable MA
2021-03-19T14:15:00Z,21 appointments available at Boston Medical Center @ 85 East Concord in Boston MA on 2021-03-21. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-19,2021-03-19T14:15:00Z,10,Friday,Specific Location,21,Boston MA
2021-03-19T14:14:59Z,54 appointments available at Boston Medical Center @ 85 East Concord in Boston MA on 2021-03-20. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-19,2021-03-19T14:14:59Z,10,Friday,Specific Location,54,Boston MA
2021-03-19T14:03:15Z,904 appointments available at Cape Cod Community College in West Barnstable MA on 03/24/2021. Check eligibility and sign up at https://t.co/1DJtLKQitL,2021-03-19,2021-03-19T14:03:15Z,10,Friday,Specific Location,904,West Barnstable MA
2021-03-19T14:03:15Z,903 appointments available at Cape Cod Community College in West Barnstable MA on 03/23/2021. Check eligibility and sign up at https://t.co/1DJtLKQitL,2021-03-19,2021-03-19T14:03:15Z,10,Friday,Specific Location,903,West Barnstable MA
2021-03-19T13:41:36Z,19 appointments available at South Boston Community Health Center in South Boston MA on 2021-03-20. Check eligibility and sign up at https://t.co/zJQfM6t3Xt,2021-03-19,2021-03-19T13:41:36Z,9,Friday,Specific Location,19,South Boston MA
2021-03-19T11:20:10Z,26 appointments available at Greenfield Senior Center in Greenfield MA on 03/19/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-19,2021-03-19T11:20:10Z,7,Friday,Specific Location,26,Greenfield MA
2021-03-19T08:12:50Z,"CVS appointments available in BOSTON, DORCHESTER, SALEM, LOWELL, PEABODY, DANVERS, LYNN, MEDFORD, NEW BEDFORD, WATERTOWN, QUINCY, GREENFIELD, PROVINCETOWN. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-19,2021-03-19T08:12:50Z,4,Friday,CVS,,CVS
2021-03-18T23:31:11Z,410 appointments available at Marshfield Fairgrounds in Marshfield MA on 03/19/2021. Check eligibility and sign up at https://t.co/yhra416YXD,2021-03-18,2021-03-18T23:31:11Z,19,Thursday,Specific Location,410,Marshfield MA
2021-03-18T21:38:33Z,42 appointments available at Boston Medical Center @ Dowling Building Grd Floor in Boston MA on 2021-03-19. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-18,2021-03-18T21:38:33Z,17,Thursday,Specific Location,42,Boston MA
2021-03-18T18:56:07Z,38 appointments available at Berkshire Community College Field House  in Pittsfield MA on 03/23/2021. Check eligibility and sign up at https://t.co/CjmldRhsCu,2021-03-18,2021-03-18T18:56:07Z,14,Thursday,Specific Location,38,Pittsfield MA
2021-03-18T18:12:32Z,14 appointments available at Mattapan COVID-19 Vaccination Site @ Morning Star Baptist Church in Mattapan MA on 2021-03-19. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-18,2021-03-18T18:12:32Z,14,Thursday,Specific Location,14,Mattapan MA
2021-03-18T18:08:15Z,12 appointments available at Hyde Park COVID-19 Vaccination Site @ Menino YMCA in Hyde Park MA on 2021-03-18. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-18,2021-03-18T18:08:15Z,14,Thursday,Specific Location,12,Hyde Park MA
2021-03-18T18:05:53Z,14 appointments available at Hyde Park COVID-19 Vaccination Site @ Menino YMCA in Hyde Park MA on 2021-03-19. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-18,2021-03-18T18:05:53Z,14,Thursday,Specific Location,14,Hyde Park MA
2021-03-18T08:11:06Z,"CVS appointments available in BOSTON, WORCESTER, BROCKTON, DORCHESTER, CAMBRIDGE, SALEM, LEOMINSTER, LYNN, QUINCY. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-18,2021-03-18T08:11:06Z,4,Thursday,CVS,,CVS
2021-03-18T07:11:41Z,"CVS appointments available in WORCESTER, BROCKTON, DORCHESTER, SALEM, SPRINGFIELD, FALL RIVER, LEOMINSTER, LYNN, CHICOPEE, QUINCY. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-18,2021-03-18T07:11:41Z,3,Thursday,CVS,,CVS
2021-03-18T00:53:12Z,18 appointments available at South Boston Community Health Center in South Boston MA on 2021-03-18. Check eligibility and sign up at https://t.co/zJQfM6t3Xt,2021-03-18,2021-03-18T00:53:12Z,20,Thursday,Specific Location,18,South Boston MA
2021-03-17T23:16:10Z,763 appointments available at Marshfield Fairgrounds in Marshfield MA on 03/18/2021. Check eligibility and sign up at https://t.co/yhra416YXD,2021-03-17,2021-03-17T23:16:10Z,19,Wednesday,Specific Location,763,Marshfield MA
2021-03-17T22:00:32Z,36 appointments available at Boston Medical Center @ Dowling Building Grd Floor in Boston MA on 2021-03-18. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-17,2021-03-17T22:00:32Z,18,Wednesday,Specific Location,36,Boston MA
2021-03-17T20:10:13Z,137 appointments available at Randolph InterGenerational Center (RICC) on 03/19/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-17,2021-03-17T20:10:13Z,16,Wednesday,Specific Location,137,Randolph InterGenerational Center (RICC)
2021-03-17T20:08:11Z,31 appointments available at Randolph InterGenerational Center (RICC) on 03/20/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-17,2021-03-17T20:08:11Z,16,Wednesday,Specific Location,31,Randolph InterGenerational Center (RICC)
2021-03-17T20:08:11Z,32 appointments available at Randolph InterGenerational Center (RICC) on 03/18/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-17,2021-03-17T20:08:11Z,16,Wednesday,Specific Location,32,Randolph InterGenerational Center (RICC)
2021-03-17T20:04:09Z,11 appointments available at Naquag Elementary School on 03/17/2021. Check eligibility and sign up at https://t.co/5MbgYcGLfp,2021-03-17,2021-03-17T20:04:09Z,16,Wednesday,Specific Location,11,Naquag Elementary School
2021-03-17T17:21:39Z,11 appointments available at UMMHC HealthAlliance Clinton Hospital Leominster Campus – Simonds Building Guild Conference Vaccine Clinic on 2021-03-22. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-17,2021-03-17T17:21:39Z,13,Wednesday,Specific Location,11,UMMHC HealthAlliance Clinton Hospital Leominster Campus – Simonds Building Guild Conference Vaccine Clinic
2021-03-17T17:15:09Z,191 appointments available at Amesbury High School on 03/21/2021. Check eligibility and sign up at https://t.co/P1eMoikbuX,2021-03-17,2021-03-17T17:15:09Z,13,Wednesday,Specific Location,191,Amesbury High School
2021-03-17T14:58:07Z,15 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-23. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-17,2021-03-17T14:58:07Z,10,Wednesday,Specific Location,15,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-17T14:12:09Z,36 appointments available at Boston Medical Center @ Dowling Building Grd Floor on 2021-03-17. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-17,2021-03-17T14:12:09Z,10,Wednesday,Specific Location,36,Boston Medical Center @ Dowling Building Grd Floor
2021-03-17T13:40:13Z,24 appointments available at Hyde Park COVID-19 Vaccination Site @ Menino YMCA on 2021-03-17. Check eligibility and sign up at https://t.co/zqxVIM88kl,2021-03-17,2021-03-17T13:40:13Z,9,Wednesday,Specific Location,24,Hyde Park COVID-19 Vaccination Site @ Menino YMCA
2021-03-17T13:19:11Z,28 appointments available at Greenfield Senior Center on 03/19/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-17,2021-03-17T13:19:11Z,9,Wednesday,Specific Location,28,Greenfield Senior Center
2021-03-17T13:19:11Z,28 appointments available at Greenfield Senior Center on 03/17/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-17,2021-03-17T13:19:11Z,9,Wednesday,Specific Location,28,Greenfield Senior Center
2021-03-17T13:04:42Z,336 appointments available at Amesbury High School on 03/21/2021. Check eligibility and sign up at https://t.co/P1eMoikbuX,2021-03-17,2021-03-17T13:04:42Z,9,Wednesday,Specific Location,336,Amesbury High School
2021-03-17T08:10:10Z,"CVS appointments available in BOSTON, WORCESTER, BROCKTON, DORCHESTER, CAMBRIDGE, SALEM, WATERTOWN, WALTHAM, QUINCY, REVERE. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-17,2021-03-17T08:10:10Z,4,Wednesday,CVS,,CVS
2021-03-17T07:09:39Z,"CVS appointments available in BOSTON, WORCESTER, BROCKTON, DORCHESTER, CAMBRIDGE, SALEM, SPRINGFIELD, FALL RIVER, LEOMINSTER, LYNN, WATERTOWN, CHICOPEE, WALTHAM, QUINCY. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-17,2021-03-17T07:09:39Z,3,Wednesday,CVS,,CVS
2021-03-16T23:39:15Z,96 appointments available at Circuit City - Dartmouth on 3/28/2021. Check eligibility and sign up at https://t.co/1hXoU5QRze,2021-03-16,2021-03-16T23:39:15Z,19,Tuesday,Specific Location,96,Circuit City - Dartmouth
2021-03-16T23:39:15Z,96 appointments available at Circuit City - Dartmouth on 3/26/2021. Check eligibility and sign up at https://t.co/1hXoU5QRze,2021-03-16,2021-03-16T23:39:15Z,19,Tuesday,Specific Location,96,Circuit City - Dartmouth
2021-03-16T23:39:15Z,95 appointments available at Circuit City - Dartmouth on 3/25/2021. Check eligibility and sign up at https://t.co/1hXoU5QRze,2021-03-16,2021-03-16T23:39:15Z,19,Tuesday,Specific Location,95,Circuit City - Dartmouth
2021-03-16T23:39:15Z,844 appointments available at Eastfield Mall - Springfield on 3/28/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-16,2021-03-16T23:39:15Z,19,Tuesday,Specific Location,844,Eastfield Mall - Springfield
2021-03-16T23:39:14Z,932 appointments available at Eastfield Mall - Springfield on 3/26/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-16,2021-03-16T23:39:14Z,19,Tuesday,Specific Location,932,Eastfield Mall - Springfield
2021-03-16T23:39:14Z,1079 appointments available at Eastfield Mall - Springfield on 3/25/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-16,2021-03-16T23:39:14Z,19,Tuesday,Specific Location,1079,Eastfield Mall - Springfield
2021-03-16T23:39:14Z,1255 appointments available at Eastfield Mall - Springfield on 3/24/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-16,2021-03-16T23:39:14Z,19,Tuesday,Specific Location,1255,Eastfield Mall - Springfield
2021-03-16T23:39:14Z,1259 appointments available at Eastfield Mall - Springfield on 3/23/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-16,2021-03-16T23:39:14Z,19,Tuesday,Specific Location,1259,Eastfield Mall - Springfield
2021-03-16T23:39:13Z,1052 appointments available at Eastfield Mall - Springfield on 3/22/2021. Check eligibility and sign up at https://t.co/1Bnrdsbvd4,2021-03-16,2021-03-16T23:39:13Z,19,Tuesday,Specific Location,1052,Eastfield Mall - Springfield
2021-03-16T23:05:51Z,11 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-22. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T23:05:51Z,19,Tuesday,Specific Location,11,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-16T21:44:44Z,14 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-22. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T21:44:44Z,17,Tuesday,Specific Location,14,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-16T17:52:08Z,178 appointments available at McCloskey School Gymnasium on 03/24/2021. Check eligibility and sign up at https://t.co/LhMATGIRjG,2021-03-16,2021-03-16T17:52:08Z,13,Tuesday,Specific Location,178,McCloskey School Gymnasium
2021-03-16T17:36:12Z,96 appointments available at McCloskey School Gymnasium on 03/23/2021. Check eligibility and sign up at https://t.co/LhMATGIRjG,2021-03-16,2021-03-16T17:36:12Z,13,Tuesday,Specific Location,96,McCloskey School Gymnasium
2021-03-16T16:32:12Z,96 appointments available at McCloskey School Gymnasium on 03/22/2021. Check eligibility and sign up at https://t.co/LhMATGIRjG,2021-03-16,2021-03-16T16:32:12Z,12,Tuesday,Specific Location,96,McCloskey School Gymnasium
2021-03-16T16:16:09Z,193 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/20/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-16,2021-03-16T16:16:09Z,12,Tuesday,Specific Location,193,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-16T14:17:11Z,11 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-19. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T14:17:11Z,10,Tuesday,Specific Location,11,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-16T14:04:41Z,19 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-22. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T14:04:41Z,10,Tuesday,Specific Location,19,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-16T14:04:41Z,19 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-19. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T14:04:41Z,10,Tuesday,Specific Location,19,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-16T14:03:09Z,19 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-18. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T14:03:09Z,10,Tuesday,Specific Location,19,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-16T13:56:10Z,25 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-17. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-16,2021-03-16T13:56:10Z,9,Tuesday,Specific Location,25,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-16T10:02:36Z,279 appointments available at Greenfield Senior Center on 03/20/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-16,2021-03-16T10:02:36Z,6,Tuesday,Specific Location,279,Greenfield Senior Center
2021-03-16T10:01:05Z,272 appointments available at Greenfield Senior Center on 03/19/2021. Check eligibility and sign up at https://t.co/O0df0eP7SV,2021-03-16,2021-03-16T10:01:05Z,6,Tuesday,Specific Location,272,Greenfield Senior Center
2021-03-16T08:07:47Z,"CVS appointments available in BOSTON, BROCKTON, CAMBRIDGE, SALEM, LYNN, WATERTOWN, WALTHAM, QUINCY, REVERE. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-16,2021-03-16T08:07:47Z,4,Tuesday,CVS,,CVS
2021-03-16T07:07:19Z,"CVS appointments available in WORCESTER, BROCKTON, DORCHESTER, SPRINGFIELD, FALL RIVER, LEOMINSTER, CHICOPEE, QUINCY. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-16,2021-03-16T07:07:19Z,3,Tuesday,CVS,,CVS
2021-03-15T23:32:11Z,529 appointments available at Marshfield Fairgrounds on 03/16/2021. Check eligibility and sign up at https://t.co/yhra416YXD,2021-03-15,2021-03-15T23:32:11Z,19,Monday,Specific Location,529,Marshfield Fairgrounds
2021-03-15T23:00:10Z,300 appointments available at W.E.B. Dubois Regional Middle School on 03/20/2021. Check eligibility and sign up at https://t.co/Y6l2cjfZFX,2021-03-15,2021-03-15T23:00:10Z,19,Monday,Specific Location,300,W.E.B. Dubois Regional Middle School
2021-03-15T23:00:10Z,280 appointments available at St. Elizabeth of Hungary Parish on 03/16/2021. Check eligibility and sign up at https://t.co/KK0CoFRi3g,2021-03-15,2021-03-15T23:00:10Z,19,Monday,Specific Location,280,St. Elizabeth of Hungary Parish
2021-03-15T22:01:07Z,240 appointments available at Tree House Deerfield on 03/20/2021. Check eligibility and sign up at https://t.co/ViV46pzy7p,2021-03-15,2021-03-15T22:01:07Z,18,Monday,Specific Location,240,Tree House Deerfield
2021-03-15T22:01:06Z,420 appointments available at Tree House Deerfield on 03/17/2021. Check eligibility and sign up at https://t.co/ViV46pzy7p,2021-03-15,2021-03-15T22:01:06Z,18,Monday,Specific Location,420,Tree House Deerfield
2021-03-15T21:25:09Z,35 appointments available at Amesbury High School on 03/20/2021. Check eligibility and sign up at https://t.co/P1eMoikbuX,2021-03-15,2021-03-15T21:25:09Z,17,Monday,Specific Location,35,Amesbury High School
2021-03-15T20:07:09Z,66 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/16/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-15,2021-03-15T20:07:09Z,16,Monday,Specific Location,66,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-15T13:20:38Z,15 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-17. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-15,2021-03-15T13:20:38Z,9,Monday,Specific Location,15,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-15T13:07:06Z,13 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-17. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-15,2021-03-15T13:07:06Z,9,Monday,Specific Location,13,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-15T12:40:35Z,11 appointments available at UMass Memorial Healthcare 100 Front St Vaccine Clinic on 2021-03-17. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-15,2021-03-15T12:40:35Z,8,Monday,Specific Location,11,UMass Memorial Healthcare 100 Front St Vaccine Clinic
2021-03-15T08:35:37Z,"CVS appointments available in BOSTON, BROCKTON, CAMBRIDGE, SALEM, HYANNIS, LYNN, TAUNTON, WALTHAM, QUINCY, GREENFIELD. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-15,2021-03-15T08:35:37Z,4,Monday,CVS,,CVS
2021-03-15T04:37:04Z,18 appointments available at Randolph InterGenerational Center (RICC) on 03/17/2021. Check eligibility and sign up at https://t.co/yQCHBX2Fv5,2021-03-15,2021-03-15T04:37:04Z,0,Monday,Specific Location,18,Randolph InterGenerational Center (RICC)
2021-03-14T23:21:21Z,78 appointments available at Reggie Lewis Center on 3/15/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-14,2021-03-14T23:21:21Z,19,Sunday,Specific Location,78,Reggie Lewis Center
2021-03-14T08:19:22Z,"CVS appointments available in BROCKTON, DORCHESTER, CAMBRIDGE, HAVERHILL, LOWELL, HYANNIS, MEDFORD, TAUNTON, DEDHAM, GREENFIELD. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-14,2021-03-14T08:19:22Z,4,Sunday,CVS,,CVS
2021-03-13T22:43:12Z,209 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/19/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-13,2021-03-13T22:43:12Z,17,Saturday,Specific Location,209,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-13T22:35:36Z,673 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/18/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-13,2021-03-13T22:35:36Z,17,Saturday,Specific Location,673,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-13T22:34:10Z,774 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/17/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-13,2021-03-13T22:34:10Z,17,Saturday,Specific Location,774,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-13T22:32:44Z,224 appointments available at Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center on 03/16/2021. Check eligibility and sign up at https://t.co/rKd6LNS7wT,2021-03-13,2021-03-13T22:32:44Z,17,Saturday,Specific Location,224,Saint Vincent Hospital Vaccine Collaborative @ Worcester State University - Wellness Center
2021-03-13T09:13:31Z,"CVS appointments available in WORCESTER, BROCKTON, DORCHESTER, SALEM, SPRINGFIELD, DANVERS, FALL RIVER, LEOMINSTER, WATERTOWN, CHICOPEE, GREENFIELD. Check eligibility and sign up at https://t.co/CvAu09jXZH",2021-03-13,2021-03-13T09:13:31Z,4,Saturday,CVS,,CVS
2021-03-12T20:57:36Z,13 appointments available at UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic on 2021-03-15. Check eligibility and sign up at https://t.co/Ipc7lnCrDh,2021-03-12,2021-03-12T20:57:36Z,15,Friday,Specific Location,13,UMMHC Marlborough Hospital 75 Felton St Vaccine Clinic
2021-03-12T19:00:10Z,78 appointments available at Fenway Park on 3/21/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-12,2021-03-12T19:00:10Z,14,Friday,Specific Location,78,Fenway Park
2021-03-12T18:58:02Z,60 appointments available at Fenway Park on 3/20/2021. Check eligibility and sign up at https://t.co/WyEXFsj6bf,2021-03-12,2021-03-12T18:58:02Z,13,Friday,Specific Location,60,Fenway Park
2021-03-12T18:50:35Z,70 appointments available at Reggie Lewis Center on 3/21/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-12,2021-03-12T18:50:35Z,13,Friday,Specific Location,70,Reggie Lewis Center
2021-03-12T18:50:34Z,59 appointments available at Reggie Lewis Center on 3/20/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-12,2021-03-12T18:50:34Z,13,Friday,Specific Location,59,Reggie Lewis Center
2021-03-12T18:49:07Z,85 appointments available at Reggie Lewis Center on 3/19/2021. Check eligibility and sign up at https://t.co/r9kkNCHe6x,2021-03-12,2021-03-12T18:49:07Z,13,Friday,Specific Location,85,Reggie Lewis Center
2021-03-12T18:49:07Z,59 appointments available at Reggie Lewis Center on 3/18/2021. Check eligibility and sign up at https://t.co/r9kkNCpDeZ,2021-03-12,2021-03-12T18:49:07Z,13,Friday,Specific Location,59,Reggie Lewis Center
2021-03-11T23:00:07Z,227 appointments available at Berkshire Community College Field House  on 03/16/2021. Check eligibility and sign up at https://t.co/CjmldRhsCu,2021-03-11,2021-03-11T23:00:07Z,18,Thursday,Specific Location,227,Berkshire Community College Field House 
2021-03-11T23:00:07Z,215 appointments available at W.E.B. Dubois Regional Middle School on 03/13/2021. Check eligibility and sign up at https://t.co/Y6l2cjfZFX,2021-03-11,2021-03-11T23:00:07Z,18,Thursday,Specific Location,215,W.E.B. Dubois Regional Middle School
